Page / Section	English Content	Arabic Translation
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Your fare for this one-way ride.	هذا سعر المشوار باتجاه واحد.
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Transfer Fare	سعر التوصيلة
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Hourly Fare	سعر الحجز بالساعة
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Journey Fare	سعر الرحلة
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Day Service Fare	سعر الخدمة اليومية
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Ride Fare	سعر المشوار
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Service Fee	رسوم الخدمة
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Airport Service	خدمة المطار
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	VAT (15%)	ضريبة القيمة المضافة (١٥٪)
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Total Fare	الإجمالي
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Payment Method	طريقة الدفع
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Card Number	رقم البطاقة
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Name on Card	الاسم على البطاقة
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Sultan Ali	سلطان علي
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Expiry Date	تاريخ الانتهاء
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	CVV	رمز الأمان
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Secure verification	تحقق آمن
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Enter the one-time password sent to your phone.	دخل رمز التحقق اللي أرسلناه لجوالك.
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	We've sent a 6-digit verification code.	أرسلنا لك رمز تحقق من ٦ أرقام.
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	OTP digit 1	رقم التحقق 1
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	OTP digit 2	رقم التحقق 2
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	OTP digit 4	رقم التحقق 4
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Didn't get the code? Resend in 00:45	ما وصلك الرمز؟ تقدر تعيد الإرسال بعد 00:45
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Resend OTP	أعد إرسال الرمز
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Request Received	تم استلام الطلب
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	We've received your booking request.	استلمنا طلب حجزك.
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Our team will find the best chauffeur for your journey and assign one to your booking.	فريقنا بيختار لك أنسب سائق للمشوار ويضيفه لحجزك.
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Booking Reference	رقم الحجز
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Track Your Journey In The Mobile App	تابع مشوارك من التطبيق
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	For live chauffeur and vehicle tracking, download the WhiteLine app.	حمّل تطبيق وايت لاين وتابع السائق والسيارة مباشرة.
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Download on the	حمّل من
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Get it on	متوفر على
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	Download App	حمّل التطبيق
Day Service Page — Booking Dialog (whiteline.markition.com/services/day-service)	White Line mobile app	تطبيق وايت لاين للجوال
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Airport Transfer	توصيل المطار
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Hourly Chauffeur	سائق بالساعة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	City-to-City	من مدينة لمدينة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Day Service	خدمة يومية
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	One Way Ride	مشوار باتجاه واحد
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	booking	حجز
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Trip Details	تفاصيل المشوار
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Tell us where and when you need your ride.	علّمنا من وين ومتى تبي مشوارك.
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Pickup Airport	مطار الاستقبال
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Select Airport	اختر المطار
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Pickup Location	موقع الانطلاق
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Select pickup location	اختر موقع الانطلاق
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Destination	الوجهة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Drop-off Location	موقع التوصيل
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Drop-off Location (Optional)	موقع التوصيل (اختياري)
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Select drop-off location	اختر موقع التوصيل
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Enter destination	اكتب الوجهة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Pickup Date	تاريخ المشوار
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Flight Date	تاريخ الرحلة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Pickup Time	وقت الانطلاق
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Flight Number	رقم الرحلة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	✈  e.g. PK-753	✈  مثال PK-753
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	From	من
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Flight route preview	معاينة مسار الرحلة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Select Duration	اختر المدة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	hours	ساعات
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	included	مشمولة
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Need more than 2 hours?	تحتاج أكثر من ساعتين؟
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Choose Half Day or Full Day options	اختر نصف يوم أو يوم كامل
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Booking Duration	مدة الحجز
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Half Day	نصف يوم
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Full Day	يوم كامل
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Up to 4 hours	إلى ٤ ساعات
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Up to 10 hours	إلى ١٠ ساعات
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Are you making this booking for yourself or a guest?	الحجز لك أو لضيف؟
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	For Myself	لي
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	I'll be travelling	أنا اللي بسافر
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	For a Guest	لضيف
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Someone else will be travelling	شخص ثاني هو اللي بيسافر
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Guest Details	بيانات الضيف
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Please enter your guest's details	دخل بيانات الضيف
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Full Name	الاسم الكامل
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Guest name	اسم الضيف
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Phone Number	رقم الجوال
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Email Address	البريد الإلكتروني
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Back	رجوع
One-Way Ride Page — Booking Dialog (whiteline.markition.com/services/one-way-ride)	Continue	كمّل
